Song,Nation,Year,BPM
Infusion Impulse - Make An E,Germany,1994,161.4990234375
Infusion Impulse - Paralyser,Germany,1994,161.4990234375
Inga Humpe - Do I Have Time,Germany,1990,123.046875
Inga Humpe - I Get Along,Germany,1990,107.666015625
Inphobia - 1.01 ,Germany,1994,135.99917763157896
Inphobia - 2.11,Germany,1994,147.65625
Insanity - Days Of Fire (Dum Dum Mix),Germany,1994,139.67483108108107
Insanity - It's A Shame (Part 1 Radio Mix),Germany,1994,139.67483108108104
Insanity - It's A Shame (Part 1 White Mix),Germany,1994,139.67483108108104
Insanity - It's A Shame (Part 2 Red Mix),Germany,1994,139.67483108108104
Insanity - Vision (First Night Mix),Germany,1992,139.6748310810811
Interactive - Ambientala,Germany,1990,126.04801829268291
Interactive - Amok (Dancefloor Massacre),Germany,1993,143.5546875
Interactive - Can You Hear Me Calling (JLRZ Club Mix),Germany,1994,139.67483108108107
Interactive - Can You Hear Me Calling (Resistance D Remix),Germany,1994,143.5546875
Interactive - Dance Mother,Germany,1991,126.0480182926829
Interactive - Dance Motherfucker (Fast Raver Remix),Germany,1992,132.51201923076928
Interactive - Dildo (Bodyactive Mix),Germany,1992,135.99917763157896
Interactive - Dildo (Interdrive Mix),Germany,1992,147.65625
Interactive - Dildo (Radio Version),Germany,1992,135.99917763157893
Interactive - Elevator up and down (DJ Hooligan Mix) ,Germany,1992,150.0
Interactive - Elevator Up And Down (Gramacy Park Mix),Germany,1992,135.99917763157896
Interactive - Elevator up and down (Klinik Mix) ,Germany,1992,161.4990234375
Interactive - Elevator up and down (Phenomania Remix),Germany,1992,147.65625
Interactive - Forever Young (Extended Version),Germany,1994,161.4990234375
Interactive - Forever Young (Radio Edit),Germany,1994,161.4990234375
Interactive - Future Dreams,Germany,1992,132.51201923076928
Interactive - Koma,Germany,1993,147.65625
Interactive - Mobilé,Germany,1994,149.79619565217394
Interactive - No Control (Instrumental),Germany,1990,120.18531976744181
Interactive - No Control (Radio Mix),Germany,1991,123.046875
Interactive - No Control (Razor Mix),Germany,1990,123.046875
"Interactive - Oh, Du Fröhliche",Germany,1994,156.60511363636363
Interactive - Sanctuary,Germany,1991,126.04801829268291
Interactive - T.D.S. (Techno Drome Sound),Germany,1990,117.45383522727272
Interactive - The Bass Is On Fire,Germany,1990,120.18531976744181
Interactive - The Devil (Rami's Modi Clash),Germany,1992,135.99917763157896
Interactive - The Search For Truth,Germany,1992,126.04801829268293
Interactive - The Techno Wave (Bluehouse Version),Germany,1992,126.04801829268288
Interactive - The Techno Wave (Castle Mix),Germany,1990,123.046875
Interactive - To Be Continued,Germany,1992,135.99917763157896
Interactive - Waves Of Balah,Germany,1994,139.67483108108104
Interactive - Who Is Elvis,Germany,1991,132.51201923076928
Interactive - Who Is Elvis (Phenomania Remix),Germany,1992,132.51201923076925
Interactive - Who is Elvis (Seventy 7 mix),Germany,1991,132.51201923076928
Interactive - Work That Body (Breakdown Mix),Germany,1992,126.04801829268294
Interactive - Work That Body (Cool Mix),Germany,1991,126.0480182926829
Interactive - Work That Body (Nu Topic Mix),Germany,1991,126.0480182926829
Intermission - Honesty (Groove Mix),Germany,1993,184.5703125
Intermission - Honesty (Single Mix),Germany,1993,184.5703125
Intermission - I Know,Germany,1994,156.60511363636357
Intermission - Piece Of My Heart (Heart Mix),Germany,1993,132.51201923076925
Intermission - Piece Of My Heart (Single Mix),Germany,1993,132.51201923076925
Intermission - Speaking With Angels,Germany,1994,151.99908088235293
Intermission - What You Want From Me,Germany,1993,139.67483108108107
Intermission Feat. Lori Glori - Give Peace A Chance (New Generation Mix),Germany,1994,147.65625
Intermission Feat. Lori Glori - Give Peace A Chance (Ophelia Mix),Germany,1994,147.65625
Intermission Feat. Lori Glori - Give Peace A Chance (Single Mix),Germany,1994,147.65625
Intermission Feat. Lori Glori - I Can't Stop Loving You,Germany,1994,139.67483108108107
Intermission Feat. Lori Glori - It's My Life,Germany,1994,139.67483108108104
Intermission Feat. Lori Glori - Love Sensation,Germany,1994,143.5546875
Intermission Feat. Lori Glori - Six Days (Airplay Edit),Germany,1994,139.67483108108107
Intermission Feat. Lori Glori - Six Days (Extended Version),Germany,1994,139.67483108108107
Intermission Feat. Lori Glori - Six Days (Progressive Version),Germany,1994,139.67483108108107
Interstate - Human Beings (Original),Germany,1994,166.70866935483872
Intrance Feat. D-Sign - 5 A.M. ,Germany,1993,198.76802884615384
Intrance Feat. D-Sign - Always ('93 Special Club Mix),Germany,1993,156.60511363636357
Intrance Feat. D-Sign - Always ('N Groove) ,Germany,1993,156.6051136363636
Intrance Feat. D-Sign - Always (12'' Version),Germany,1993,156.6051136363636
Intrance Feat. D-Sign - Dosta (Rising Sun Mix),Germany,1993,151.99908088235293
Intrance Feat. D-Sign - Dosta (Whole Story),Germany,1993,151.99908088235293
Intrance Feat. D-Sign - Future Sonic,Germany,1993,143.5546875
Intrance Feat. D-Sign - Human Dance,Germany,1993,145.5765845070423
Intrance Feat. D-Sign - Indian Tribes ,Germany,1993,151.9990808823529
Intrance Feat. D-Sign - Moments In Hongkong ,Germany,1993,135.99917763157896
Intrance Feat. D-Sign - Phuture Sonnic ,Germany,1993,139.67483108108107
Intrance Feat. D-Sign - Silent ,Germany,1993,123.046875
Intrance Feat. D-Sign - Space Romance ,Germany,1993,132.51201923076925
Intrance Feat. D-Sign - Te Quierro ,Germany,1993,139.67483108108107
Intrance Feat. D-Sign - Te Quierro (Clymix),Germany,1993,139.67483108108107
Intrance Feat. D-Sign - Tilt At 165,Germany,1993,151.99908088235293
Intrance Feat. D-Sign - Trancenotic ,Germany,1993,187.92613636363646
Intrance Feat. D-Sign - Universe,Germany,1993,151.99908088235293
Intrance Feat. D-Sign - Visions Of Love (Infinitely-Time-Edit),Germany,1994,156.60511363636357
Intrance Feat. D-Sign - Visions Of Love (Sky-Trip-Edit),Germany,1994,105.46875
Intrance Featuring D-Sign - Dosta (Short Story),Germany,1994,151.99908088235296
Iron Wobble - Are We Out Of Reality (Aprilfrisch Mix),Germany,1994,161.4990234375
Iron Wobble - Are We Out Of Reality (Isch Kann Kungfuu Mix) ,Germany,1994,161.4990234375
Iron Wobble - Neverending Dreams (Entrance) ,Germany,1994,151.99908088235293
Iron Wobble - Neverending Dreams (Rapid Mix),Germany,1994,147.65625
Iron Wobble - Over The Countries (Unkaputtbar Mix) ,Germany,1994,161.4990234375
It's 2 Hard - A Long Hard Dick (Long Hard Mix),Germany,1988,126.04801829268291
J.A.M. - Jammusic (As Jam Goes By MIx),Germany,1989,151.99908088235293
J.M. Jay & Hardy - Work the housesound,Germany,1987,120.18531976744181
Jack U Rebels - Cambio ,Germany,1991,129.19921875
Jack U Rebels - Cyberspace - Revolution,Germany,1991,129.19921875
"Jack U Rebels - Darkness, Time And Atmosphere",Germany,1991,126.04801829268293
Jack U Rebels - Drive In - Drive Out ,Germany,1991,126.04801829268293
Jack U Rebels - I've Seen The Future,Germany,1991,126.04801829268294
Jack U Rebels - Interzone ,Germany,1992,132.51201923076925
Jack U Rebels - Lost In Space,Germany,1991,103.359375
Jack U Rebels - Planet Eye ,Germany,1991,120.18531976744181
Jack U Rebels - Space Travelling ,Germany,1991,120.18531976744183
Jack U Rebels - The Edge Of Forever,Germany,1992,129.19921875
Jack U Rebels - The Inner Circle ,Germany,1992,117.45383522727273
Jack U Rebels - Virtual ,Germany,1992,126.04801829268291
Jam & Spoon - Die Kraft Der Vier Herzen,Germany,1994,147.65625
Jam & Spoon - Earth Spirit ,Germany,1993,126.04801829268291
Jam & Spoon - Follow Me! ,Germany,1993,181.33223684210526
Jam & Spoon - Heart Of Africa ,Germany,1993,132.51201923076925
Jam & Spoon - Keep On Movin',Germany,1992,129.19921875
Jam & Spoon - My First Fantastic F.F.,Germany,1992,129.19921875
Jam & Spoon - N.A.S.A. Nocturnal Audio Sensory Awakening ,Germany,1993,184.5703125
Jam & Spoon - Neurotrance Adventure ,Germany,1993,139.67483108108107
Jam & Spoon - Odyssey To Anyoona,Germany,1993,132.51201923076925
Jam & Spoon - Odyssey to Anyoona ,Germany,1993,132.51201923076925
Jam & Spoon - Paradise Garage ,Germany,1993,132.51201923076925
Jam & Spoon - Path Of Harmony ,Germany,1993,129.19921875
Jam & Spoon - Right In The Night (Fall In Love With Music) (Single Version) ,Germany,1993,135.99917763157896
Jam & Spoon - Right In The Night (Instrumental) ,Germany,1993,132.51201923076925
Jam & Spoon - Stella,Germany,1992,129.19921875
Jam & Spoon - Stella (Jam & Spoon Remix),Germany,1992,129.19921875
Jam & Spoon - Stellas Cry ,Germany,1993,132.51201923076925
Jam & Spoon - The Tribe ,Germany,1994,151.9990808823529
Jam & Spoon - Zen Flash Zen Bones ,Germany,1993,132.51201923076928
Jam & Spoon feat. Plavka - Find Me (Odyssey To Anyoona),Germany,1994,135.99917763157896
Jam Tronik - Anything For Love,Germany,1994,132.51201923076925
Jam Tronik - Break Down The Line (Extended Version),Germany,1992,123.046875
Jam Tronik - Devil In Paradise,Germany,1994,139.67483108108107
Jam Tronik - End Of The Road (Extended Version),Germany,1992,129.19921875
Jam Tronik - No Angel,Germany,1994,132.51201923076925
Jam Tronik - Stand By Me (Dance Mix),Germany,1992,126.04801829268291
Jam Tronik - The Prophet,Germany,1992,126.04801829268291
Jam Tronik - Without You (Club Mix),Germany,1994,156.60511363636357
Jan Pravda - A Day In The Primeval Forest,Germany,1994,151.99908088235293
Jan Pravda - Amiga Reggae,Germany,1993,103.359375
Jan Pravda - In Da Haus,Germany,1994,147.65625
Jan Pravda - Let's Play 209,Germany,1994,139.67483108108107
Jan Pravda - My Friends Are Gay,Germany,1994,169.4415983606557
Jan Pravda - My Girlfriend Is Cool,Germany,1994,178.20581896551727
Jan Pravda - My Groovy Alien,Germany,1994,149.79619565217394
Jan Pravda - Natural Beat,Germany,1994,112.34714673913048
Jan Pravda - Piano Bar,Germany,1993,166.70866935483875
Jan Pravda - Pravda Interrupt,Germany,1993,109.95678191489358
Jan Pravda - Tender Trip,Germany,1994,156.60511363636363
Jan Pravda - The Window Is Open,Germany,1994,159.0144230769231
Jan Pravda - V-Had-Y,Germany,1994,178.20581896551724
Jan Pravda vs. Andy Düx - Round One,Germany,1994,166.70866935483875
Jaye - Move To The Groove (New Groove Mix),Germany,1991,112.34714673913048
Jayênne - XPQ-21,Germany,1992,139.67483108108107
Jeanne D. & The Force - Shake It Up (Infectious Dub),Germany,1990,120.18531976744183
Jeanne D. & The Force - Shake It Up (Massive Club Remix),Germany,1990,120.18531976744181
Jens - Boo-Ya,Germany,1993,143.5546875
Jens - Hook,Germany,1993,132.51201923076925
Jens - Loops & Tings,Germany,1993,143.5546875
Jens - Loops & Tings (Fruity Loops Remix),Germany,1993,154.26772388059698
"Jens - Loops & Tings, Smile On Your Faces (Froot Loops Remix)",Germany,1994,156.60511363636357
Jens - Psycho Strings,Germany,1993,134.23295454545453
Jens Lissat - Bulga,Germany,1994,143.5546875
Jens Lissat - Energy Flow,Germany,1993,129.19921875
Jens Lissat - Just Let It Roll,Germany,1994,154.267723880597
Jens Lissat - Just Let It Roll (Arpeggiators Remix),Germany,1994,151.99908088235293
Jens Lissat - The Future,Germany,1994,151.99908088235293
Jens Lissat - You Can't Escape,Germany,1994,139.67483108108107
Jens Lissat - You Can't Escape (Paul van Dyk Remix),Germany,1994,143.5546875
Jens Lissat Project - Alibba On E,Germany,1993,135.99917763157896
Jens Lissat Project - Energy Flow (Plastic Boy Remix),Germany,1993,139.67483108108107
Jens Lissat Project - House Core,Germany,1993,139.67483108108107
Jens Lissat Project - Trance Core Still,Germany,1993,139.67483108108107
Jesse Lee Davis - Get Up On This (Get Up On Techno! Remix),Germany,1992,161.4990234375
Jesse Lee Davis - Saxual Trance,Germany,1991,123.046875
Jeyenne - Kickin',Germany,1993,151.99908088235293
Jeyenne - PiPiPi,Germany,1993,169.44159836065575
Jeyenne - X-Masid ,Germany,1993,139.67483108108107
Jeyênne - Das Nippel ,Germany,1994,161.4990234375
Jeyênne - Kamikaze ,Germany,1994,161.4990234375
Jeyênne - Nippon Nippel II,Germany,1994,161.4990234375
Jeyênne - Valvula,Germany,1994,114.84375
Jeyênne Feat. Lilly - Big Confusion (Full Force Version),Germany,1992,117.45383522727272
Jim Clarke - Daytona ,Germany,1993,166.7086693548387
Jim Clarke - Der Bunker ,Germany,1993,147.65625
Jim Clarke - Do You Feel (Like I Do),Germany,1993,143.5546875
Jim Clarke - Gear Box ,Germany,1993,156.60511363636357
Jim Clarke - Get Funky,Germany,1993,161.4990234375
Jim Clarke - Round 1 (Trance-Mix) ,Germany,1992,129.19921875
Jim Clarke - Round 2 (Tribal Ghost RMZ),Germany,1992,129.19921875
Jim Clarke - Round 3 (Tracid Posse RMZ),Germany,1992,129.19921875
Jim Clarke - Round 4 (Jim Clarke RMZ),Germany,1992,129.19921875
Jim Clarke - Silverstone,Germany,1993,151.99908088235293
Jim Clarke - Silverstone (UCT-Rmx) ,Germany,1993,151.9990808823529
Jim Clarke - Smoking Drums,Germany,1993,143.5546875
Jim Clarke - Sunset,Germany,1993,139.67483108108104
JL - Energy Flow Eternal (Meistermix),Germany,1993,135.99917763157896
Josh - Der Säbeltanz (Single Edit),Germany,1994,112.34714673913048
Joy-Lab - Freedom (Free Your Mind) (Dancehall Mix),Germany,1994,135.99917763157896
Joy-Lab - Freedom (Free Your Mind) (Extra Sensual Acid Dub Mix),Germany,1994,135.99917763157896
Joy-Lab - Freedom (Free Your Mind) (Free The House Mix),Germany,1994,135.99917763157896
Julius - Arrival! ,Germany,1994,191.40625
Julius - As Time Goes By,Germany,1994,126.0480182926829
Julius - Basic Paradise ,Germany,1994,126.04801829268291
Julius - Changes In Dub ,Germany,1994,135.99917763157896
Julius - Cloud 9 ,Germany,1994,132.51201923076928
Julius - Dream Haus ,Germany,1994,132.51201923076925
Julius - Heaven's Gate,Germany,1994,135.99917763157896
Julius - Maybe Some Day ,Germany,1994,132.51201923076925
Julius - My Techique ,Germany,1994,132.51201923076928
Julius - You Make Me Feel So Good ,Germany,1993,126.0480182926829
Jungle 5 - Feel The Power (Of Love) (Bonga Mallah Mix) ,Germany,1994,132.51201923076925
Jungle 5 - Feel The Power (Of Love) (The Power Mix),Germany,1994,132.51201923076925
Juno - I Once Had A Dream ,Germany,1994,156.60511363636357
Juno - The Real Flow ,Germany,1994,159.01442307692304
Juno - Together,Germany,1994,166.70866935483872
K.O. - Banane ,Germany,1988,109.95678191489358
K.O. - Entzückend,Germany,1988,120.1853197674418
K2 - Dann Schau I Zum Himmel ,Germany,1994,126.0480182926829
K2 - Der Berg Ruft (Der-Berg-Groovt-Mix),Germany,1994,139.67483108108107
K2 - Der Berg Ruft (Der-Bär-Groovt-Mix),Germany,1994,139.67483108108107
K2 - Der Berg ruft (Original club mix),Germany,1994,139.67483108108107
K2 - Der Berg Ruft (Remix) ,Germany,1994,105.46875
K2 - Die Nachtigall Singt (Club-Mix),Germany,1994,143.5546875
K2 - Die Nachtigall Singt (Non-Vocal-Mix),Germany,1994,143.5546875
K2 - Die Nachtigall Singt (Original-Mix),Germany,1994,143.5546875
K2 - Hold Me Close (In Der Steilwand),Germany,1994,126.04801829268291
K2 - Hörst Mi,Germany,1994,143.5546875
K2 - I Mog Jetzt Tanzen,Germany,1994,123.046875
K2 - Keep On Dancing,Germany,1994,143.5546875
K2 - Marschlied,Germany,1994,105.46875
K2 - Weihnachten In Den Bergen,Germany,1994,143.5546875
Kamasutra - Arguments,Germany,1994,151.99908088235293
Kamasutra - Arguments (Heavens Gate Mix) ,Germany,1994,151.99908088235293
Kamasutra - Arguments (Light Blue Mix) ,Germany,1994,151.99908088235293
Kamasutra - Waterfront ,Germany,1994,156.60511363636357
Kee Mo - Sky Tracer,Germany,1994,198.76802884615384
Kee Mo - The Mooger,Germany,1994,151.99908088235296
Kee Mo - Visions,Germany,1994,151.9990808823529
Key Club - Just Dance (And Move Your Body) (Club Mix),Germany,1991,120.18531976744183
Key Club - Tanz In Der Burg (Katakomben Mix),Germany,1991,123.046875
Key Club Feat. Beverlee - To The Top (Extended Version),Germany,1993,132.51201923076928
Key Club Feat. Beverlee - To The Top (Skyscraper Remix) ,Germany,1993,132.51201923076928
Key Motion - Automatic Love (Disco Dance Mix 1),Germany,1994,129.19921875
Key Motion - Automatic Love (Disco Dance Mix 2),Germany,1994,129.19921875
Key Motion - Automatic Love (Gatorade Mix),Germany,1994,147.65625
Key Motion - Automatic Love (Instrumental),Germany,1994,132.51201923076925
Key Motion - Automatic Love (Mellow Mix),Germany,1994,132.51201923076928
Key Motion - Automatic Love (Virgin Mix),Germany,1994,132.51201923076925
Key Motion - Got To Get All Your Lovin' (Dance Mix) ,Germany,1994,139.67483108108104
Key Motion - Let The Music (Extended Mix),Germany,1994,135.99917763157896
Key Motion - Let The Music (Gasoline Mix) ,Germany,1994,156.60511363636363
Key Motion - No Chance (Extended Club Mix) ,Germany,1994,139.67483108108107
Kid Paul & The Weird Club feat. Hitman - Acid in My House (Mambo D.J. Mix),Germany,1989,129.19921875
Kid Paul & The Weird Club feat. Hitman - Acid In My House (Radio edit),Germany,1989,129.19921875
Kid Paul - Energy 52 (International Brainstorming Ascendency Mix),Germany,1990,123.046875
Kid Paul - Take Me Higher (12'' version),Germany,1990,123.046875
Kikkit - Love Fixation (Club Mix),Germany,1990,117.45383522727273
KillerLoops - Murder One,Germany,1992,117.45383522727273
Killing Joke - Exorcism (Gora Remix),Germany,1994,126.04801829268291
Kinder des Kosmos - Kinder des Kosmos (Capricorn Mix) ,Germany,1994,135.99917763157896
Klangwerk - Die Kybernauten (12'' Mix),Germany,1990,123.046875
Klangwerk - Klangwerk ,Germany,1989,120.18531976744181
Klangwerk - Und Weiter Geht's ,Germany,1990,123.046875
Klangwerk - Wollt Ihr,Germany,1989,120.18531976744181
Knorz - Also Freunde (Jetzt Wird Gefeiert),Germany,1993,159.01442307692307
Kochkunst - Das Omelett (Pol Boküs Mix),Germany,1989,117.45383522727273
